	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
TNFRSF12A	7.22438	3.91184	3.72122	3.94008	41.97247	33.05145	2.9184	8.46886	2.21271	6.36202	3.12229	14.37931	4.94561	0.68168	6.88827	4.04236
TNFRSF13B	0.00813	0.03662	0.09995	9.91905	1.04961	0.0587	0.21508	26.33606	0.00726	0.5399	0.11225	0.0	0.0	1.75656	0.0	0.25472
TNFRSF13C	0.14768	0.05324	0.0171	18.2367	0.88496	0.06828	0.12724	27.34334	0.18971	0.20023	0.0	0.17357	0.2516	7.66055	0.0	0.06211
TNFRSF14	3.96388	5.38799	17.90745	24.34023	17.40782	6.9677	7.16035	23.29018	0.97211	8.50542	9.33783	16.16367	5.43389	36.70146	1.87669	10.94724
TNFRSF17	0.06661	0.71706	0.13655	11.15361	0.15183	0.01283	0.24318	12.10777	0.07226	1.50714	0.36514	0.19408	0.0	4.83981	0.0	0.5336
TNFRSF18	0.15632	0.25927	0.20665	2.54641	1.67635	0.05314	0.37768	2.0876	0.0467	0.55387	0.17643	0.11821	0.03133	1.34109	0.06262	0.04365
TNFRSF19	8.25763	4.67061	4.28043	1.46199	6.64519	2.91278	1.12297	0.79671	0.80542	1.95981	1.30718	6.00144	0.34768	0.14275	0.12245	5.12179
TNFRSF1A	26.79021	35.39347	71.70675	66.97531	104.20218	33.7096	72.88456	78.55626	14.52384	46.01159	64.26172	63.5583	56.51747	107.13889	38.65186	72.52154
TNFRSF1B	6.75953	7.61939	9.80808	39.40283	39.92086	4.797	87.27062	39.30046	4.17468	16.18619	21.07839	6.28245	8.39951	220.66819	5.83593	10.05434
TNFRSF21	7.00414	6.34098	23.24621	4.36378	21.4603	5.22013	13.43293	9.4385	24.20335	32.73438	15.78693	26.33025	2.47709	1.10589	2.6107	9.53813
TNFRSF25	0.81786	1.01021	1.50879	9.42438	1.81169	0.28828	0.49227	3.4794	0.89331	3.13134	1.31974	1.14957	0.39199	2.35191	0.0727	1.71978
TNFRSF4	0.65547	0.21711	0.84555	4.13227	3.99512	0.66863	7.45494	4.23869	0.06845	1.25658	0.3536	0.32123	0.06658	1.9625	0.50983	0.69182
TNFRSF6B	0.71392	0.99991	4.45627	2.65339	64.11722	1.97247	3.29444	9.994	9.14835	0.79691	5.6461	1.67423	0.40486	0.26749	1.28969	1.12482
TNFRSF8	0.14277	1.24997	0.41647	0.71504	0.27156	0.09388	0.63713	0.56299	0.01563	0.5173	0.57054	0.07274	0.00503	4.93909	0.45503	0.36158
TNFRSF9	0.04051	0.02628	0.02531	0.5269	0.44473	0.02926	0.00672	2.47371	0.0	0.02941	0.0	0.06425	0.00157	1.12796	0.0	0.03695
TNFSF10	6.48478	9.57352	32.52894	27.43202	160.82745	7.16901	8.59801	42.21704	0.83073	28.99145	14.26785	34.94785	7.06779	94.04764	4.34049	9.19539
TNFSF11	0.02023	0.64188	0.02928	8.63533	0.06764	0.04092	0.04063	12.3629	0.0	0.06104	0.0	0.02229	0.41363	0.10675	0.0	0.01823
TNFSF12	13.09026	18.09458	38.67181	30.01797	24.7672	10.83438	22.45081	26.26401	6.41318	25.91684	36.89477	10.9003	3.97634	32.28421	6.62089	22.67356
TNFSF13	1.42091	2.88172	4.59966	3.75648	7.18178	7.18855	2.04657	3.61104	3.20179	2.63148	2.06522	8.04948	0.89876	14.45887	0.76114	4.10294
TNFSF13B	1.61925	1.7801	4.01799	12.7095	8.37912	0.94017	2.21674	8.36601	1.06179	1.34219	0.6766	0.85519	0.63144	52.27603	0.0	1.75137
TNFSF14	0.16472	0.41846	1.98138	5.59171	0.82432	0.12395	0.20916	2.09038	0.03409	0.28475	0.88209	2.30642	16.1308	11.80148	0.0	2.82024
TNFSF15	0.0	0.09149	0.75714	0.02176	0.83896	0.13791	0.0	0.10681	0.0396	0.34676	0.7412	1.27709	0.0	0.45847	0.0	0.23261
TNFSF18	0.0295	0.2216	0.12809	0.11598	0.0	0.0	0.0	0.03751	0.31153	0.0	0.1887	0.0	0.0	0.0	0.0	0.10525
TNFSF4	0.45111	2.62132	1.58857	1.26065	1.01776	0.19398	0.35465	0.44181	0.65526	0.56344	0.42395	0.88763	0.17223	5.77457	0.18824	1.40395
TNFSF8	0.46056	0.2326	0.28241	8.90517	1.98602	0.42247	0.84348	3.80786	0.21347	0.54207	0.19359	0.48138	0.24604	21.26989	0.06645	0.62723
TNFSF9	0.1458	1.33363	0.22058	0.65128	5.31011	0.15321	0.63925	0.54894	3.20525	0.4954	0.54497	0.49901	0.02258	0.34967	0.17489	0.42298
TNIK	4.71068	4.70968	2.77155	1.91349	2.70425	9.81691	0.43444	1.49655	10.79349	0.51075	2.9654	2.42448	1.72702	9.75582	5.23297	0.62438
TNIP1	36.52814	19.45982	34.78657	31.91701	64.00563	33.56365	48.45816	40.01742	9.90439	99.22862	39.20774	32.40545	20.98145	57.55024	87.83864	15.95538
TNIP2	8.80096	18.22284	13.53207	22.71012	17.99911	9.20371	17.67936	22.87217	2.82229	10.73167	18.15538	19.83826	6.71738	11.86558	16.38191	11.46669
TNIP3	0.0	0.29588	0.0	0.47877	1.08792	0.0	0.00415	0.16564	0.18285	0.02016	0.04152	0.0	0.06969	0.17651	0.0	0.12629
TNK1	0.48399	1.28167	3.73401	2.36741	1.30753	2.13503	0.6946	2.07285	0.46581	1.25438	1.59207	3.39842	0.83734	0.31512	0.67987	1.88486
TNK2	2.63596	6.43953	6.31216	13.89695	5.35048	3.33778	5.14104	10.04966	13.47461	6.22965	6.06395	1.63756	2.40196	7.6948	6.17875	6.17078
TNKS	8.26748	15.20428	8.25719	5.76892	4.45603	7.88333	7.23603	6.73024	13.26095	6.99428	6.69444	6.28173	2.39309	7.02376	16.395	11.1385
TNKS1BP1	8.60019	24.69448	20.44421	13.25181	30.71748	31.7278	67.72943	18.09471	5.98596	41.72996	23.65798	19.20302	10.15286	1.07476	24.87821	39.01757
TNKS2	8.74989	14.50489	17.26999	15.60834	16.21343	17.57043	14.7696	15.37975	14.10306	14.63162	14.74039	13.12934	6.3494	29.91157	12.87462	21.76173
TNMD	0.35199	0.66401	0.47383	0.33465	0.08708	0.2531	20.01649	5.48125	0.1171	50.94784	2.14653	0.16822	0.0	0.0	0.08362	0.58405
TNN	0.09474	0.07626	0.2216	0.00173	0.15905	0.24036	2.59249	0.07441	0.10441	5.22438	0.3724	0.1133	0.14809	0.0	0.04502	0.00662
TNNC1	2634.61496	60.59199	1.93956	10.91185	25.03921	324.95739	0.92033	1.7373	0.23133	73.46225	1.40481	6.78198	0.17557	0.54465	938.20124	0.86922
TNNC2	0.11213	10.80028	2.31993	1.93628	1.34399	239.06604	0.57797	0.45021	1.58199	285.6037	2.16622	0.05951	0.02761	1.40302	995.69497	2.01916
TNNI1	3.87488	6.03567	0.08557	0.49426	0.03003	24.2835	0.00984	0.02284	0.00482	13.65626	0.07057	1.92292	0.81062	0.00132	86.74946	0.04743
TNNI2	0.05469	4.94356	1.67694	0.51599	2.83807	157.01969	0.52417	1.14879	0.0489	115.14895	0.31233	0.13811	0.06989	2.58496	680.05349	0.267
TNNI3	1991.81905	3.96261	0.01899	0.55702	0.21495	0.76645	0.0	0.0	0.14077	0.05821	0.0	0.0	0.05588	0.20191	1.93809	0.39121
TNNI3K	24.83495	0.0	0.58853	0.0	0.0	0.0	0.0	0.26723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNNT1	14.12503	119.55061	0.06387	6.55243	0.0	597.83598	0.17968	0.31763	5.07688	105.60111	0.82108	0.09119	0.05771	0.49002	1032.6018	0.46409
TNNT2	3454.19518	1.58751	14.64405	1.25614	6.51102	0.88252	0.59466	0.0	7.28595	0.41758	0.09608	21.10594	0.04816	0.2624	2.41917	0.84672
TNNT3	15.99871	16.8534	3.79268	2.50496	1.11776	189.49253	25.84084	2.35855	0.29358	186.13633	4.32001	0.44354	0.01884	0.02533	604.69973	0.9292
TNP1	0.0	1923.20786	0.0	0.0	0.0	0.21867	0.52744	2.35575	0.04921	0.0	0.70398	0.10107	0.0	0.0	0.0	0.04133
TNP2	0.0	6.45649	0.0	0.0	0.0	0.0	0.13496	0.0	0.0	0.0328	0.0	0.0	0.0	0.0	0.0	0.0
TNPO1	17.65115	24.15503	20.89524	16.98464	16.40476	21.10329	18.55132	13.29355	12.573	20.19542	20.16605	21.58872	6.86613	21.24763	12.21468	18.27275
TNPO2	8.96944	19.05099	17.47093	9.82756	12.37347	12.06266	18.85809	13.35519	25.93424	14.77963	10.90568	13.10804	3.47933	5.07119	10.79226	19.48383
TNPO3	12.36147	20.06605	18.39165	12.75524	7.15619	13.71062	13.83118	10.7746	9.1881	11.75663	14.90956	17.12251	7.48596	21.03513	24.34799	16.27506
TNR	0.00213	0.05589	0.02317	0.13245	0.42165	0.0	0.00652	0.08283	7.5026	0.00657	0.02914	0.03905	0.0	0.0	0.01086	0.00077
TNRC18	2.36167	5.84304	8.30295	4.15742	4.28345	7.32187	8.01248	6.47126	2.5685	5.24501	7.16212	5.5673	1.64459	7.69462	2.01547	10.44564
TNRC6A	6.96302	9.65609	9.12109	9.96566	4.94909	8.87274	7.63159	11.69149	8.25843	11.24652	7.64193	9.49384	4.16935	8.69431	6.22889	12.02854
TNRC6B	4.8863	5.32927	3.23733	5.68006	2.06982	3.50176	4.29976	4.84808	4.12505	4.48754	2.383	3.32346	1.48942	6.77046	3.83927	3.66046
TNRC6C	3.27007	5.49229	3.90385	5.63961	1.67237	3.0842	5.57277	7.43208	7.72806	4.69558	2.63367	2.60628	0.96402	7.5307	3.96458	6.0164
TNS1	130.07718	99.26292	244.95365	51.60684	66.01639	56.51788	120.47924	66.32806	13.36071	198.0832	194.19893	55.75612	7.66641	2.02783	63.59711	60.8047
TNS3	10.06433	6.95977	9.80474	15.24551	12.3355	15.78148	15.96047	12.12881	9.49732	25.47753	6.8419	33.43642	17.60711	7.54795	5.68579	19.25943
TNS4	0.00401	0.37625	6.91565	0.0	1.43279	2.05421	0.7105	0.07065	0.0	5.06273	0.39862	0.79128	0.0	0.08936	0.0	0.11454
TNXB	7.93888	3.18948	3.99966	5.77128	7.66384	3.73559	12.5749	7.89074	0.60222	17.39981	11.44868	1.18982	0.36192	0.02955	2.44346	31.84423
TOB1	46.95618	45.89079	90.78069	26.44902	29.64478	50.62208	25.23747	12.66608	22.86226	47.54035	36.40098	98.64981	54.17711	54.75621	88.37831	54.05246
TOB2	23.2067	18.49106	19.8561	21.32264	15.74492	33.27819	23.68986	8.67688	9.6414	20.41341	23.65628	22.33718	5.38773	19.65588	27.99552	35.70855
TOE1	1.56458	9.86261	4.6597	3.07487	1.44368	5.8686	1.41602	6.25012	1.902	2.0736	1.46713	3.51574	3.23938	5.00441	1.53171	5.98432
TOLLIP	9.77529	26.22483	15.46482	10.72443	7.99112	14.10773	12.03575	8.87369	31.61926	12.16294	14.15703	20.53774	26.79405	16.90452	26.78806	11.98449
TOM1	15.71307	14.28551	8.2912	7.18239	15.88836	20.85171	17.52901	9.38998	9.35527	15.62504	6.86654	14.9288	12.38232	19.56432	131.14546	11.01948
TOM1L1	3.53845	9.35112	8.71165	3.26995	8.08913	17.10818	2.12473	2.07397	1.87147	6.64251	5.3454	28.80856	16.75693	0.02214	1.41876	5.19265
TOM1L2	41.99204	10.11883	13.59748	4.60114	7.0289	15.5771	7.6305	6.49528	26.62951	8.95087	9.65291	13.43291	2.48617	4.10534	14.15046	7.78879
TOMM20	56.78865	49.27469	81.64209	30.93412	51.49719	82.55392	55.12348	49.66719	166.68777	76.32494	84.83769	53.71534	22.60571	44.66059	41.39041	72.70903
TOMM20L	0.32315	7.92587	0.73253	0.57999	0.27459	2.38236	0.22121	1.2984	1.15076	0.62631	0.9992	1.03278	0.21519	0.79966	0.55152	1.48137
TOMM22	34.84977	38.77343	48.47981	33.4928	25.38567	25.48765	28.34854	33.50398	19.68473	29.72545	30.74822	34.66002	32.07229	44.09081	36.59901	29.3844
TOMM34	4.60648	59.69487	14.8422	9.79809	9.77764	10.67911	7.69732	12.40399	17.22928	4.20667	7.39404	14.91499	6.09061	8.23169	4.60727	19.55163
TOMM40	8.1228	15.41884	8.50459	7.58523	5.55979	13.07301	12.51814	19.63276	10.30786	7.97568	9.9643	13.87837	13.72649	4.88574	17.87085	15.08753
TOMM40L	13.04653	2.65631	5.8789	4.42767	4.21817	5.42402	4.09857	6.34981	6.45955	5.80004	6.11076	9.97961	10.08021	4.40967	2.03489	4.09058
TOMM5	32.5977	55.85204	40.52588	47.66341	37.64543	37.99878	33.22981	58.32188	26.92494	36.56877	65.94307	59.26927	35.84035	29.28884	20.16713	38.90647
TOMM6	83.77165	83.90765	81.20415	71.01683	70.95706	96.76261	53.53901	86.89397	53.54297	56.50576	70.53799	89.16833	57.40185	103.51467	51.33668	78.76137
TOMM7	157.2378	103.58045	265.01094	173.74519	204.33518	77.16047	99.1896	122.70247	81.64725	86.23501	228.67708	93.95092	40.82976	195.26189	149.75923	133.86271
TOMM70A	32.67663	30.4348	37.02457	17.80256	12.4975	37.10672	24.19195	22.39358	39.47335	38.99136	39.73746	30.37915	24.69043	19.33965	43.37038	31.75452
TONSL	0.44896	0.95479	0.50666	1.33217	0.20847	0.51795	0.24007	0.81308	0.24547	0.53189	0.49698	0.31934	0.28584	0.46672	0.08738	0.87298
TOP1	14.8649	21.95641	22.60889	29.40406	46.46829	33.77249	22.02985	19.23666	12.1316	18.92409	35.08708	39.35693	14.41059	38.00378	11.24015	25.09735
TOP1MT	1.99939	25.0902	11.98562	11.51652	4.67768	9.1196	12.64927	12.35298	3.04513	6.94192	10.79047	4.66938	5.45767	6.50079	3.7406	21.63264
TOP1P1	0.27275	0.18084	0.32791	0.27072	0.12075	0.1805	0.08293	0.25021	0.00812	0.18543	0.17018	0.48088	1.71045	0.13649	0.0	0.20812
TOP1P2	0.00726	0.02728	0.01041	0.0	0.0552	0.0	0.0	0.0085	0.0	0.01289	0.0462	0.10673	0.0	0.00532	0.0	0.0
TOP2A	0.63487	40.76396	0.24009	2.716	0.95898	0.86037	0.95936	1.12835	0.03601	1.0475	1.60789	0.23248	0.12868	1.10055	0.0	0.66896
TOP2B	41.73745	36.71473	43.12545	22.81248	25.08601	46.91342	31.39882	31.90854	57.00687	29.50818	43.89787	35.78217	12.44929	65.58758	25.76877	46.37671
TOP3A	1.52622	4.19834	3.57359	4.01467	2.17827	3.1554	4.22153	3.83293	2.51786	2.52695	2.45171	4.28577	2.95681	8.7319	2.3283	4.19706
TOP3B	1.72389	2.28908	2.67252	5.67549	1.50285	3.02027	1.54914	4.55412	1.27362	1.98723	1.02929	2.93203	0.7109	2.65862	3.05841	2.89443
TOPBP1	4.74491	16.57147	4.47629	8.00576	3.39344	7.10195	5.65381	7.7428	6.65323	5.13177	3.94457	5.52644	2.13128	9.73983	2.39332	4.86169
TOPORS	6.62144	14.91645	9.69571	9.0906	6.2031	11.02179	8.0561	7.77493	8.14408	7.69437	7.99005	10.72866	3.58407	14.17743	4.88085	11.81851
TOR1A	9.92297	13.85342	18.14459	17.06798	12.35738	21.90927	19.15465	23.22114	16.55309	16.66362	14.50915	18.01713	20.02262	29.99486	8.49129	19.80429
TOR1AIP1	26.10307	34.56007	44.53647	23.33021	14.38522	44.92531	23.40092	21.92647	17.32319	27.73563	38.04946	26.23682	8.66391	50.10364	27.81687	34.72585
TOR1AIP2	5.96397	6.59955	4.85597	5.67646	5.79447	7.10515	6.73777	4.85797	4.40368	8.99796	5.47823	7.45803	11.57575	5.67093	11.68348	8.11294
TOR1B	7.19047	11.1355	11.03562	13.30447	7.54422	8.21179	8.80831	9.35041	4.57377	7.56312	9.07641	8.68661	12.37589	22.07803	5.14805	6.21349
TOR2A	0.82645	4.52881	2.47943	6.15927	1.73827	1.95726	2.38558	4.09977	1.12472	1.84571	1.90448	3.37866	2.48324	11.78031	1.36468	3.00467
TOR3A	4.61181	6.28223	9.31343	24.76947	12.82741	12.43491	9.51736	26.64446	9.12971	9.55683	11.37173	14.94585	5.78408	22.426	8.72465	16.0824
TOX	0.36862	3.00803	2.78603	5.24614	3.18	0.32805	0.39252	2.57407	11.14644	0.75824	10.12391	2.43049	0.13652	6.2859	0.03183	1.59549
TOX2	0.92168	5.47041	4.02621	4.40424	13.08536	1.93282	2.51374	3.32656	4.53004	1.40847	2.32057	1.5571	1.16385	0.37195	0.41871	0.79124
TOX3	0.0	1.25332	1.5707	0.01794	1.06095	0.05159	1.15805	0.0	1.90678	0.41261	1.68224	9.46765	1.81856	0.0	0.29701	0.36696
TOX4	20.45159	19.88987	21.07748	14.2266	13.81715	20.56338	20.77598	13.10931	16.70113	15.82158	18.52846	15.74034	7.37382	23.03564	38.71413	16.20908
TP53	5.28335	14.77017	21.33405	16.31938	9.99227	24.3081	28.07601	28.99106	3.42565	19.19415	9.22009	11.94446	8.22944	40.18155	10.29784	51.12602
TP53AIP1	0.0	0.22209	0.04027	0.0	0.22732	0.02835	0.0381	0.03291	0.2839	0.26102	0.03178	0.24916	0.0	0.0	0.0	0.29356
TP53BP1	7.43311	14.33836	9.09492	7.85825	6.21533	8.89242	4.92015	4.70495	9.06991	3.77704	7.92759	9.89655	1.06104	5.33068	4.03104	15.54529
TP53BP2	6.65696	11.11309	9.4739	8.97465	14.45368	17.48706	6.93041	11.41712	28.01201	5.248	6.71693	9.72931	3.36181	13.38718	10.17595	12.58332
TP53I11	10.74658	9.14843	11.01268	21.31404	19.45427	13.0007	56.88147	27.86647	5.57288	14.34225	27.35525	9.03747	2.63267	10.57557	4.76563	11.8035
TP53I13	6.78959	12.70583	10.52843	14.58038	7.2301	9.57116	7.37557	7.1257	1.24947	10.77727	8.83912	10.50669	4.01918	4.69086	6.73941	9.42083
TP53I3	2.33694	12.59529	4.56599	5.03276	4.57541	6.17719	3.22734	5.18153	0.773	7.61458	4.03929	23.47163	2.45875	2.52674	0.34209	3.24827
TP53INP1	7.05762	20.97671	8.3374	69.95853	19.64225	7.81381	12.29261	37.60299	2.92043	13.3482	5.24256	7.90729	22.06901	19.04091	2.61361	7.40893
TP53INP2	48.83611	13.80184	23.02608	6.23849	14.06539	22.92802	18.68449	13.17464	38.34461	9.97353	12.86954	32.06602	10.3322	4.01563	6.63706	8.01458
TP53RK	3.23499	6.74819	5.9299	6.88755	3.89541	5.29256	3.37554	6.3191	4.12886	3.98842	4.03427	7.01006	3.58914	17.4021	2.9408	9.69295
TP53TG1	6.18367	9.55876	19.36991	8.57079	10.9283	6.37096	6.67107	8.97418	3.91622	8.76845	15.64001	9.1257	15.8971	10.0079	4.87182	6.71478
TP53TG3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TP53TG5	0.1706	11.07523	0.24243	1.52324	0.0079	0.35095	0.0923	0.65692	6.2777	0.24573	0.55613	0.2135	0.18196	0.65451	0.13798	0.47382
TP63	0.22306	3.91911	8.2428	0.2819	0.88935	0.49609	0.19606	0.13763	0.02722	7.21745	0.25808	0.47835	0.00576	0.11527	21.00816	0.03938
TP73	0.02123	0.30036	0.22533	0.21713	0.97049	0.03922	0.00969	0.15034	0.04316	0.179	0.0	0.0195	0.0	0.0	0.00603	1.1402
TPBG	1.83254	5.56224	20.38796	11.84201	4.80425	3.52602	5.29495	3.79373	1.64275	3.76223	7.39334	6.86494	0.35409	2.31398	1.18593	3.79452
TPCN1	20.79818	5.63433	12.34425	9.29868	7.50703	15.61505	11.81293	7.00498	9.26655	9.18535	8.9898	17.13276	4.44355	8.67152	7.84994	12.45679
TPCN2	1.24888	1.65672	3.42333	2.1593	1.50748	2.31122	2.61996	3.39389	0.82435	4.52946	1.66748	4.15604	2.07658	5.37357	0.35884	1.78778
TPD52	6.37252	5.26846	21.60068	17.19079	8.04723	23.42784	3.58972	11.36971	48.68147	7.84181	19.02627	37.68877	18.18961	9.20708	2.60184	3.07311
TPD52L1	28.44418	19.79128	46.91393	18.74031	6.23823	42.41681	29.32379	13.43796	34.54227	13.50676	24.68817	27.41285	29.14256	0.04467	17.53158	18.53285
TPD52L2	26.51709	33.61564	51.17426	42.28501	32.30205	30.0616	42.90128	32.94662	19.67761	43.64815	45.50558	35.51369	11.08343	52.16792	29.1961	31.03861
TPD52L3	0.0	41.86338	0.04209	0.0	0.0	0.0	0.0177	0.16849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPH1	0.04256	0.43207	0.15326	0.0	0.18016	0.41277	0.07047	0.94407	0.40006	0.16724	0.01111	0.10674	0.04143	0.0	0.08281	0.29223
TPH2	0.0	0.14047	0.0	0.0	0.0	0.01013	0.0	0.0	0.47171	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPI1	116.41748	53.5076	85.56428	84.80073	68.46556	46.73141	47.29054	65.02684	71.17338	40.3524	86.67991	138.57719	61.86979	75.28527	82.35814	47.6677
TPI1P2	0.11489	0.56778	0.05146	0.03441	0.0	0.38518	0.10985	0.44145	0.32282	0.31069	0.01	0.18587	0.26079	0.16838	0.06054	0.27973
TPI1P3	0.02727	0.8875	0.02631	0.03573	0.0	0.04596	0.04978	0.01541	0.03251	0.10485	0.0083	0.08346	0.03871	0.01332	0.01548	0.01365
TPK1	2.15523	3.21416	2.59802	3.64992	3.20944	1.46933	3.24494	4.09141	1.88253	1.6381	1.7568	3.06995	2.32963	9.61049	0.48526	1.6602
TPM1	1377.78333	123.27389	593.14631	53.90545	52.13498	142.66564	80.03318	146.43017	23.01083	120.28595	522.87032	83.99621	11.98026	4.99617	52.44624	104.40473
TPM2	293.94639	502.99568	946.9099	132.16286	161.78795	538.46293	114.63535	229.39114	22.6274	374.3824	1578.97496	92.15645	3.59949	0.70895	1454.47335	186.49065
TPM3	24.63768	21.03697	9.91223	19.45851	33.4805	44.88615	31.5413	26.09616	16.52633	24.77283	15.1266	18.19762	7.02344	56.06137	72.13605	11.11572
TPM4	36.35942	106.70235	126.81216	104.30961	404.6417	47.8173	180.35747	121.8014	34.45553	75.90821	145.47061	82.173	13.86805	78.93112	15.94052	205.34895
TPMT	9.03156	6.24774	8.33857	4.87587	4.9104	54.01812	4.42111	5.78022	11.2038	4.32618	8.80265	24.6887	23.59872	13.49573	3.02022	5.96713
TPO	1.77359	0.4332	0.19145	0.4289	0.0759	1135.37335	1.67246	0.35028	0.08135	1.26748	0.62722	0.00644	0.0	0.06426	0.10152	0.74703
TPP1	46.72176	33.68898	68.51768	76.66019	79.21822	32.55296	58.55426	56.52671	49.16241	41.19703	61.24749	54.02455	61.80265	202.87813	36.55468	35.4979
TPP2	10.6401	29.37466	11.3945	9.92822	7.69453	12.70131	9.7045	9.59368	6.321	8.02788	9.04566	9.86388	7.29819	19.1753	28.16625	11.07292
TPPP	2.53353	1.43066	5.78976	0.98678	3.42717	2.11261	1.6272	1.22084	61.16675	3.26242	6.16344	2.02206	0.45338	0.34729	1.52084	2.36649
TPPP2	0.11879	66.41822	0.17771	0.04441	0.02967	0.12622	0.01264	0.23471	0.11611	0.03465	0.0	0.27867	1.0506	0.0	0.54168	0.13435
TPPP3	3.96111	17.12998	7.23158	5.35676	139.16176	4.09043	2.48034	8.97975	72.97141	41.83365	39.10331	7.91792	0.53143	12.02208	13.62947	62.93945
TPR	16.30623	42.81005	14.63603	8.56192	9.76069	26.13481	16.82745	16.99327	11.63568	12.15047	14.88427	13.072	4.08691	21.62476	15.76278	20.77418
TPRA1	5.73613	8.48166	15.42991	16.03169	11.36095	9.75905	10.3711	6.83479	3.21657	6.82201	10.27024	10.8116	6.04088	8.74254	11.12235	11.13468
TPRG1	0.28695	2.17683	0.82525	0.51239	0.76669	0.38583	2.30579	0.08952	0.01079	7.21065	0.45765	0.12961	0.63349	0.88198	0.44437	0.75359
TPRG1L	27.00089	17.24301	49.30714	22.04452	20.15249	29.47959	37.86811	23.99814	46.15175	31.97109	35.44022	31.53372	35.17132	34.43081	34.15398	29.40228
TPRKB	30.29935	46.50269	23.55576	16.53609	10.49095	20.64893	14.44702	27.38577	12.0671	22.32309	25.03549	23.47123	14.63335	15.30154	10.16904	27.64708
TPRN	2.17905	5.25535	2.74375	3.00985	3.07663	2.51467	2.22699	1.62461	10.80801	2.02425	3.82632	11.24596	4.79219	2.10836	2.23755	4.1088
TPRX1	0.0	0.45969	0.0	0.0	0.0	0.0	0.00548	0.0	0.0	0.00532	0.0	0.0	0.0	0.0	0.0	0.00451
TPRXL	0.01953	0.99073	0.12011	0.03839	0.0	0.02822	0.0	0.00828	0.01345	0.07365	0.02677	0.00897	0.0	0.00716	0.0	0.044
TPSAB1	1.22913	4.9283	16.24857	3.82893	38.73466	0.15356	5.49126	9.21205	0.0	3.36192	4.92278	0.611	0.75576	0.05418	0.84965	0.40257
TPSB2	1.17348	4.52777	23.09607	1.91952	20.65893	0.1299	9.38708	7.19527	0.06312	2.50011	5.17069	0.82554	0.01612	0.09015	0.71699	0.4691
TPSD1	0.31852	1.01296	3.96753	1.60311	8.57048	0.07459	1.84303	3.23911	0.0	0.57375	1.4136	0.30812	0.0	0.05656	0.69214	0.0
TPSG1	0.0449	0.80704	0.79824	0.0353	0.06448	0.25399	0.08688	0.44548	0.0	0.05897	4.90335	0.23584	0.03825	0.0	0.01261	0.61359
TPST1	2.28749	20.43303	31.00017	6.94341	10.46217	6.32052	7.40402	7.04028	12.55208	5.79442	9.35997	14.0369	18.55833	4.23634	0.85644	21.44881
TPST2	12.69482	11.60167	9.38925	25.73763	26.00197	14.74523	8.68646	13.67717	4.00409	23.12194	7.41713	12.03461	26.25143	34.83148	16.42997	5.98035
TPT1	2526.79708	3040.49831	4784.16149	5267.59008	5385.43684	4292.89972	3749.50436	4555.37424	861.66855	2883.67012	5886.33888	2418.7161	1915.57362	5011.8902	8774.63782	5250.51381
TPTE	0.0	45.55253	0.0	0.0	0.00384	0.01823	0.0	0.02636	0.00235	0.0	0.0	0.0	0.0	0.0074	0.0	0.0
TPTE2	0.03072	2.65589	0.04861	0.3937	0.05447	0.02219	0.01664	0.2684	0.0824	0.06098	0.02339	0.02351	0.00436	0.0	0.0	0.06538
TPTE2P1	0.02044	0.11388	0.10231	0.05625	0.05307	1.45603	0.01866	0.03607	0.80628	0.06452	0.14756	0.01408	0.01016	0.0	0.00145	0.11516
TPTE2P2	0.0	0.04411	0.00124	0.0	0.00261	0.00011	0.0	0.00079	0.00125	0.0018	0.0	0.00129	0.0	0.00023	0.0	0.0034
TPTE2P3	0.00845	0.75298	0.00917	0.0	0.02323	0.04576	0.00385	0.06443	0.06177	0.00749	0.0	0.02714	0.0	0.0	0.0	0.18509
TPX2	0.66267	26.54139	0.32921	2.34652	1.1318	0.88924	1.19489	1.22591	0.81092	1.51338	1.03793	0.24902	1.50221	1.30059	0.38989	0.58569
TRA2A	17.6913	39.45804	42.92593	47.29794	22.77917	28.20533	20.52784	36.94265	21.45398	30.2372	29.79431	43.76915	8.61321	33.14961	11.00497	40.76924
TRA2B	13.14154	33.0849	33.54633	28.31755	23.57467	35.3645	20.11139	27.31465	18.9868	26.69544	24.71868	34.89029	13.88891	34.81684	14.84765	31.79707
TRABD	3.37889	6.33258	6.07335	18.68149	10.88246	6.33133	6.94409	13.64769	1.60971	5.42361	5.61455	10.54938	5.10745	14.37204	5.86923	6.48773
TRADD	2.52304	4.64457	11.47454	13.65446	12.17287	4.79897	7.57281	9.73373	2.02307	8.67362	5.49733	11.08625	4.6263	22.34462	3.25154	7.62351
TRAF1	0.40761	0.78654	3.46549	7.50865	3.5689	0.89449	0.55036	4.67828	1.15236	0.72554	0.81317	2.03555	0.18491	5.65271	0.26486	1.40308
