	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
HERC4	8.98745	12.01021	12.12199	14.94906	6.69687	7.93727	6.67967	7.94046	6.13905	11.26438	10.64266	12.65672	4.78915	17.3035	6.83033	12.62804
HERC5	1.71363	58.25147	6.04356	8.32591	4.7132	5.21981	6.19314	6.31454	1.96404	2.83801	3.65913	2.21452	0.99344	14.20069	0.59029	11.31663
HERC6	5.05197	4.52703	5.20259	1.95102	1.54113	3.96619	2.06662	4.02568	7.75683	2.987	1.66175	4.55625	0.4965	8.68568	0.5737	7.28831
HERPUD1	44.5705	30.12353	49.77074	162.88419	110.63206	40.79293	27.93081	51.31221	24.56992	42.48762	51.55544	154.92742	29.63425	60.95234	77.27609	46.27112
HERPUD2	7.48957	15.77818	16.43249	17.7084	12.50583	10.56412	15.04831	12.04351	9.69672	10.5994	12.04343	11.25333	8.18489	30.56726	10.37431	16.16152
HERV-V1	0.00886	0.02223	0.05207	0.0	0.02694	0.0	0.0	0.0	0.0	0.0	0.04049	0.0	0.0	0.0	0.04527	0.0
HERV-V2	0.0	0.01756	0.02265	0.0	0.00014	0.04509	0.0	0.00045	0.00795	0.0	0.0	0.05307	0.0	0.00039	0.0	0.0
HES1	5.70892	16.1767	98.69503	13.80686	53.33971	27.87912	29.24985	24.68419	4.52966	20.45746	16.02209	37.18946	14.25346	0.71701	10.78999	27.6084
HES2	0.01036	0.20428	0.08996	0.1544	0.52709	0.0	0.01419	0.02854	0.00926	0.01149	0.56204	0.68596	0.03089	0.0	0.00441	0.60039
HES3	0.0	0.0	0.00962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HES4	5.68552	1.04746	12.01806	2.64689	20.47846	1.19037	2.41968	1.49973	0.82132	2.55427	3.55584	1.78252	0.49728	0.51316	1.05476	0.55494
HES5	0.21123	0.38711	0.35457	0.03693	0.1284	0.0	0.03085	0.12891	0.06799	0.07497	0.08492	0.02964	0.11516	0.0	0.07912	0.05711
HES6	0.82403	7.26514	1.10933	1.82926	2.23002	1.68993	0.7753	1.95276	7.69625	0.86573	4.91859	1.06226	0.80725	1.00259	1.20516	1.64739
HES7	0.05944	0.01591	0.04148	0.55079	0.27161	0.10979	0.01631	0.06868	0.17163	0.01175	0.0	0.02431	0.0	0.0	0.0	0.11066
HESX1	0.09407	2.8467	0.49007	0.19968	0.31451	0.34659	0.17172	0.39788	0.32802	0.49016	0.05157	0.27642	0.25643	0.2137	0.3043	0.40271
HEXA	18.94989	21.59715	25.05782	19.47424	34.95954	27.59194	30.40819	21.90026	13.81621	26.35562	18.99454	37.91392	16.00733	40.07797	13.36058	17.55775
HEXB	64.24171	48.02473	63.34242	54.72219	68.82498	61.49426	61.79995	42.61614	12.77992	53.44423	73.58405	56.09515	39.2229	89.79933	32.22235	57.42631
HEXDC	2.63191	3.7135	5.83654	9.97298	1.85393	6.1565	4.59898	6.68632	1.65014	2.74626	2.31107	5.60494	2.65274	2.73555	3.53619	8.05508
HEXIM1	9.70398	19.48671	13.05311	14.12527	7.79306	8.40246	7.51153	10.00336	8.08116	18.45663	16.60777	15.62692	6.33973	12.61291	7.6151	18.03332
HEXIM2	0.99742	12.27715	3.91276	2.02709	0.60999	3.46458	1.71655	2.21491	1.84125	3.30615	3.88649	2.8779	2.16604	2.99139	9.3172	1.7593
HEY1	12.18667	11.11359	8.39431	3.3285	10.45359	3.20599	19.88569	6.76974	19.65177	9.31515	9.21603	4.00494	0.55738	0.11928	10.18499	1.28715
HEY2	13.20942	9.36102	1.49921	2.14434	2.3301	2.55067	2.03262	1.56468	2.56944	5.35463	2.23954	2.40014	0.66678	0.11197	5.32974	6.56113
HEYL	9.7973	26.78571	2.57347	4.6536	7.17382	5.59824	14.74149	5.45178	1.93285	3.20297	4.06828	8.02668	1.30399	0.04914	1.36032	7.37119
HFE	1.74575	2.79468	6.75348	1.90421	2.34201	3.81782	4.29604	3.47906	1.5136	4.34387	3.95638	3.10373	5.83453	4.99966	0.28324	4.62722
HFE2	50.28648	2.91966	0.0	0.52296	0.0	15.20338	0.09524	0.06633	0.047	9.62902	0.0	0.11977	107.05133	0.0	152.54904	0.05388
HFM1	0.21832	6.35217	0.476	0.11836	0.017	1.35651	0.07966	0.42257	0.27026	0.17359	0.12881	0.44845	0.0	0.0	0.13335	1.43045
HGC6-3	0.13532	0.06493	0.0	0.0	0.11554	0.0	0.04956	0.04603	0.41754	0.17347	0.08931	0.0	0.0	0.0	0.03698	0.0
HGD	0.02196	0.86161	2.71225	0.0	0.6716	12.74992	0.00661	0.69669	0.04417	0.12179	0.48012	69.8782	246.64157	1.18999	0.0	0.63496
HGF	0.84083	1.98414	5.7474	4.2781	19.10163	1.10742	1.51256	2.76884	0.94889	1.14399	2.93705	3.46142	2.81848	2.81415	0.19295	1.03155
HGFAC	0.02166	2.96566	0.02351	0.11629	0.04517	0.05586	0.03953	0.03139	0.03389	0.0	0.00881	0.00994	14.50125	0.0	0.06914	0.07442
HGS	8.99927	25.97195	18.74503	20.80624	10.76568	19.16708	18.87964	17.06988	15.67151	12.27893	13.12612	15.43835	5.04411	11.49387	31.2637	17.29613
HGSNAT	10.79293	14.42341	18.41375	12.47864	11.73274	11.44895	20.91791	10.20871	7.75545	21.71715	9.62278	17.26057	6.63708	22.45258	5.63896	27.8924
HHAT	0.91896	1.68828	2.16902	0.81215	1.86128	4.14707	1.32694	1.43346	1.10923	1.53664	1.3783	2.44271	0.56645	1.13067	0.13277	2.05629
HHATL	141.56093	1.0807	0.09082	1.10905	0.05033	17.46624	0.01008	0.19764	18.92317	2.47115	0.07565	0.04055	0.01881	0.00704	67.57659	0.165
HHEX	1.91934	5.12171	5.90516	14.98902	7.08144	118.28486	6.1722	25.24982	1.73062	7.0765	5.92069	4.3375	24.99189	41.15332	1.3831	2.5111
HHIP	0.10272	4.79992	1.0585	0.22118	6.26395	0.53452	0.11127	0.13751	9.3212	0.32731	0.69157	0.95095	0.94061	0.0	0.0479	0.19683
HHIPL1	0.38017	0.44341	0.98319	0.61536	0.2641	0.18123	0.48792	1.10167	1.69816	0.62701	0.57316	0.24546	0.19575	0.00414	0.02646	0.66095
HHIPL2	0.03858	2.10339	0.06824	0.03033	0.0	0.21679	0.01565	0.01817	0.0345	0.0986	0.0	0.0	0.0	0.0	0.0	0.07141
HHLA1	0.0	0.0	0.0	0.0	0.0	0.0	0.00074	0.0	0.01355	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HHLA2	0.0	0.4906	0.0	0.0	5.41963	0.0	0.0	0.18636	0.13723	0.0	1.08779	0.6666	0.0	0.0	0.0	0.35331
HHLA3	1.07373	5.35626	8.9202	5.8523	2.01268	2.43441	2.49595	3.45099	4.50518	2.52218	4.63016	5.22801	5.16216	2.31696	1.96886	5.11218
HIAT1	14.88279	36.24376	32.11637	28.84006	50.03526	24.00276	22.53142	28.32409	22.1837	20.23342	25.34573	31.64132	14.33909	44.5933	9.86867	28.72689
HIATL1	11.73035	18.47161	16.71792	18.88864	21.61221	20.98328	23.55552	18.58959	11.86653	20.41124	12.80589	20.43634	6.04468	41.57027	5.71125	22.75568
HIATL2	0.32093	0.37285	0.96316	1.55797	1.22376	0.88762	0.77907	0.71635	0.43705	0.68441	0.85838	0.86525	0.30854	0.55574	0.0717	1.17837
HIBADH	67.8083	31.16664	46.82737	21.79083	16.95022	44.0398	34.60149	16.90046	11.41319	61.92453	39.10164	67.39328	48.55002	10.27524	44.51493	27.78901
HIBCH	11.33872	22.82102	18.27466	9.42049	7.43021	25.99827	10.39211	8.37221	7.73737	28.39661	19.39848	39.35348	21.06173	6.05456	4.05478	16.57489
HIC1	2.43146	4.79337	6.78515	7.92725	5.73042	1.84654	5.08849	6.86111	0.07104	4.85591	3.87402	2.51831	0.70866	0.78618	0.78682	11.76661
HIC2	0.47733	5.10756	0.46123	1.10161	0.64155	0.6895	1.22998	1.11915	0.45287	0.63677	0.73553	1.07872	0.41771	1.43571	0.2405	2.04605
HIF1A	32.94377	47.4563	42.12441	78.51848	128.24553	43.63588	61.04392	70.34888	43.64392	28.17829	40.94303	142.78705	19.53855	47.74602	9.17233	66.36096
HIF1AN	11.60767	17.09142	11.71894	9.27137	3.64519	10.93485	6.58108	7.33681	5.66712	9.32908	10.44935	10.27866	3.25145	15.75267	19.68184	13.41286
HIF3A	11.3825	2.85473	8.36472	3.78399	3.29196	3.30104	6.16774	5.07369	2.14873	3.16406	6.94624	2.66042	0.56719	0.0	0.98347	1.28092
HIGD1A	71.24992	28.13304	26.16111	17.55429	25.23412	32.85662	19.34735	18.26799	63.75302	35.57618	31.37704	62.12553	68.58104	13.15674	10.38525	14.95774
HIGD1B	13.45976	5.22015	1.66777	3.16666	21.44828	2.05189	5.58431	1.71414	6.45799	3.74459	5.62224	2.15392	0.25618	0.45771	3.11969	2.14569
HIGD1C	0.02928	0.38	0.11623	0.0	0.36219	0.10086	0.11442	0.02291	0.07785	0.0	0.13717	0.2509	0.19183	0.0	0.0	0.04736
HIGD2A	118.98391	43.99627	113.89201	69.98835	56.88266	59.02489	50.07708	65.67461	22.46309	77.01644	82.7706	61.38386	48.15931	108.25464	158.60444	52.5405
HIGD2B	0.0	2.88035	0.0	0.0	0.0	0.08164	0.0	0.0	0.06183	0.0	0.0	0.0	0.03366	0.00724	0.0	0.0
HILS1	0.51522	1.63545	0.51983	0.01654	0.07993	0.06839	0.0192	0.23039	0.00715	0.01867	0.71122	0.0	0.0	0.0	0.49107	0.1343
HINFP	2.82972	10.36626	8.74997	13.23297	5.02694	6.43022	3.42642	5.70764	4.84277	4.00141	7.72885	6.12321	1.8985	6.81234	7.22225	5.60142
HINT1	119.34817	114.9118	149.24039	163.41779	167.02125	141.31591	75.73588	127.14919	140.57489	97.52817	145.69787	228.66581	226.09509	142.06339	97.715	91.0535
HINT2	32.78393	17.22785	21.13873	7.25031	13.3713	23.9585	21.01767	23.60898	14.72499	39.61839	15.02061	42.40548	47.65758	12.32071	17.86117	8.12521
HINT3	19.08793	15.45317	21.49819	7.33545	11.55629	15.42348	8.97895	8.39338	27.46253	19.02446	21.1351	19.56052	6.95064	12.04236	25.06006	14.31815
HIP1	5.3217	8.44578	4.70953	6.72252	9.50666	4.15936	14.76498	6.35472	5.44803	7.01878	5.90721	12.05609	2.3607	3.24384	1.77943	6.19997
HIP1R	3.18241	4.11244	3.37563	13.52239	2.9772	7.74471	10.73765	8.94355	14.90524	4.24251	3.35403	16.39825	4.24953	2.81849	0.71354	1.55109
HIPK1	14.9253	25.01664	14.01986	17.64312	24.64186	15.35394	17.55417	9.7562	16.58328	19.47832	15.97485	13.92843	4.90553	36.4934	16.64383	22.60336
HIPK2	29.8502	2.84539	3.31902	10.18233	11.1627	16.78727	34.39407	6.62299	34.58165	22.10069	8.72299	26.97979	11.30782	11.42526	11.51759	5.69677
HIPK3	75.3658	20.55858	22.98145	24.17969	29.78798	54.73856	65.12955	19.56686	16.36885	30.49371	34.01852	19.43179	7.26089	44.70447	50.38291	24.0414
HIPK4	0.15076	6.68134	0.15551	0.06368	0.0	0.05852	0.06375	0.28845	2.28738	0.08817	0.28239	0.06843	0.00767	0.0	0.1419	0.14195
HIRA	6.11387	6.37082	7.56516	8.43521	4.63522	43.4985	5.52411	7.44249	5.98471	7.48196	7.43801	10.71828	7.37874	14.29401	10.83214	9.81222
HIRIP3	7.27523	25.24862	10.6775	7.01881	4.09487	10.67002	6.71577	8.0805	11.51069	6.71614	11.42007	7.08164	2.43997	4.91484	13.95025	11.2738
HIST1H1A	0.02826	0.11673	0.08178	0.0	0.0	0.02041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12027	0.04245
HIST1H1B	0.0	0.04196	0.0	0.0	0.06368	0.12028	0.051	0.49725	0.0	0.04958	0.07657	0.0513	0.0238	0.0	0.0	0.06294
HIST1H1C	62.43499	11.09851	39.88136	51.26257	38.82688	206.24492	10.06327	34.67962	6.94102	28.75923	12.7964	23.91569	96.1445	13.72083	50.12912	5.48735
HIST1H1D	0.0142	0.27733	0.34936	0.72727	0.2374	0.68779	0.18147	2.40724	0.0	0.17642	0.28546	0.10432	0.0	0.03122	0.0	0.17065
HIST1H1E	0.0984	0.31526	0.90519	0.12156	0.46996	1.39203	0.56452	2.48565	0.16338	0.38667	0.24402	0.33559	0.02395	0.0412	0.0	0.26393
HIST1H1T	0.03044	1.3032	0.01101	0.47862	0.0	0.13194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H2AA	0.0	6.70986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03283	0.0	0.0	0.0	0.0
HIST1H2AB	0.0	0.27348	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.06256	0.0	0.07882	0.0	0.0	0.0
HIST1H2AC	6.55764	4.05651	9.89372	23.10419	12.31454	22.58292	3.83456	8.59076	6.31946	12.62424	12.60506	8.48409	10.0746	38.09851	3.1263	5.5732
HIST1H2AD	0.0	0.0283	0.01363	2.63425	1.03887	0.0	0.00737	0.60909	0.08903	0.0	0.0	0.0	0.0	0.01183	0.0	0.0566
HIST1H2AE	1.05649	1.66051	2.9017	0.84597	2.1556	2.89493	0.21429	5.60785	0.86447	0.57291	1.4837	0.62878	0.98331	1.79214	0.0	0.41143
HIST1H2AG	0.04432	1.42558	0.05515	0.74905	0.43775	0.48886	0.04045	0.24416	0.07924	0.35391	0.10163	0.0	0.5285	1.67633	0.0	0.08321
HIST1H2AH	0.0	0.4531	0.0	0.39206	0.0	0.0	0.0	0.74356	0.05978	0.0223	0.11483	0.04616	0.0	0.0	0.0	0.0
HIST1H2AI	0.02353	0.03464	0.08512	0.27671	0.01788	0.03399	0.01632	0.19424	0.0	0.01921	0.08599	0.0	0.0	0.30896	0.0	0.01767
HIST1H2AJ	0.0	0.04984	0.0	0.0988	0.0	0.01816	0.01422	0.12783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03776
HIST1H2AK	0.55796	0.30125	0.22563	0.64686	0.49651	0.84811	0.0	0.6173	0.4298	0.14134	0.08767	0.0	0.10217	0.11637	0.0	0.43203
HIST1H2AL	0.04696	0.07054	0.0	0.17572	0.17839	0.05563	0.0	0.199	0.0	0.10417	0.0	0.0	0.096	0.0	0.0	0.0
HIST1H2AM	0.1287	0.35398	0.13115	0.32064	0.17217	0.87671	0.12408	0.07682	0.0	0.14074	0.0414	0.0	0.19301	0.06642	0.03048	0.03403
HIST1H2BA	0.0	15.45452	0.0	0.0	0.0	0.0	0.27656	0.0	0.0	0.0	0.0	0.0	0.06453	0.0	0.0	0.0
HIST1H2BB	0.15361	0.40305	0.0	0.0	0.0	0.11097	0.0	0.0868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01923
HIST1H2BC	1.62141	0.66227	1.51441	2.04002	5.11113	2.5924	1.44772	2.76449	1.54562	1.69898	0.55244	2.08199	4.57411	3.10043	1.34595	0.49535
HIST1H2BD	16.53328	6.95812	10.5079	23.6282	9.77562	18.58293	0.69569	15.71187	3.15834	2.89838	14.29236	14.66741	19.05036	5.94986	5.31116	10.36156
HIST1H2BE	0.05073	0.0	0.05249	0.0	0.39783	0.25876	0.04445	0.51431	0.44135	0.0	0.0	0.04659	0.0	0.0	0.0	0.07773
HIST1H2BF	0.52093	0.18118	0.29485	0.20174	0.38335	0.0	0.04684	0.54987	0.20649	0.04554	0.0	0.0	0.02186	0.39039	0.0	0.03431
HIST1H2BG	1.06328	0.96214	4.16603	1.38411	5.08386	0.67678	0.03983	9.23282	0.80123	0.08801	0.78028	0.38981	0.23235	1.98247	0.0	0.44659
HIST1H2BH	0.10385	0.19501	0.02254	2.53678	0.96472	0.38976	0.09479	0.16505	0.09285	0.04608	0.04744	0.0	0.0	1.8855	0.0	0.1755
HIST1H2BI	0.02525	0.01897	0.05481	0.45658	0.30085	0.0	0.0	0.51709	0.0	0.02241	0.0	0.0	0.0	0.0	0.0	0.18964
HIST1H2BJ	1.09014	3.02395	0.31538	3.84154	1.5514	1.69044	0.16751	0.7778	0.13701	0.12214	0.68415	0.0632	1.13344	2.85789	0.21482	0.20675
HIST1H2BK	6.27032	21.85786	31.29745	67.98972	29.21521	33.36717	11.46978	36.9685	5.71058	13.4362	30.73551	7.90855	48.41284	33.24709	3.69464	18.64636
HIST1H2BL	0.0	0.03732	0.0	0.1532	0.0	0.0637	0.11116	0.04129	0.0	0.0	0.13354	0.0	0.0	0.03856	0.0	0.01829
HIST1H2BM	0.0	0.20441	0.0	0.0778	0.17596	0.0	0.04516	0.0	0.08848	0.0	0.0	0.0	0.02108	0.0	0.0	0.0
HIST1H2BN	0.10518	0.07199	0.1956	0.0	0.0	0.09942	0.2934	0.10915	0.34629	0.19627	0.20209	0.09027	0.20097	0.21395	0.0	0.15578
HIST1H2BO	0.07089	0.17747	0.05129	0.03715	0.01795	0.02185	0.0	0.0	0.0845	0.1258	0.0	0.0	0.0	0.74593	0.0	0.0
HIST1H3A	0.23528	0.51388	0.02519	0.0	0.0	0.26719	0.0	0.33902	0.0	0.07808	0.09545	0.15771	0.10422	0.0	0.0	0.03534
HIST1H3B	0.0	0.42142	0.0	0.0	0.0	0.0	0.0	0.11889	0.0	0.02074	0.0	0.04293	0.03266	0.0	0.0	0.0
HIST1H3C	0.0	0.31346	0.0	0.0	0.0	0.0	0.0395	0.11982	0.0	0.0384	0.04393	0.06622	0.0	0.2114	0.0	0.0
HIST1H3D	0.10671	0.8912	2.17309	1.19987	0.94887	0.45271	0.16579	0.59428	0.2436	0.08059	0.36096	0.37527	0.21004	0.65554	0.0	0.39595
HIST1H3E	2.98695	0.3534	0.14931	1.79059	0.0	1.43178	0.16917	0.19232	0.12898	0.2272	0.04364	0.16668	0.52248	0.26254	0.4473	0.66443
HIST1H3F	0.0	0.16433	0.0	0.0	0.0	0.01711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H3G	0.0	0.19522	0.0	0.22626	0.0	0.03414	0.0	0.30923	0.0	0.04193	0.20984	0.04339	0.0	0.0	0.0	0.05466
HIST1H3H	0.06999	0.43419	0.69341	1.35573	1.77618	0.77255	0.08517	0.49079	0.06257	0.37262	0.38836	0.07198	0.03816	6.08872	0.15887	0.35322
HIST1H3I	0.0	0.06186	0.0	0.0	0.0	0.01671	0.0	0.0	0.0	0.08211	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H3J	0.0	0.387	0.0	0.0	0.21049	0.0	0.0	0.1174	0.0	0.0	0.0	0.0	0.0	0.203	0.0	0.0
HIST1H4A	0.0	0.3578	0.12877	0.37312	0.04508	0.26443	0.24367	0.62856	0.55906	0.35323	0.0	0.0	0.0	0.0	0.0	0.31501
HIST1H4B	0.0	0.86315	0.24601	0.0	0.0	0.89496	0.37634	0.1048	0.05527	0.10971	0.06608	0.43595	0.0	0.0	0.0	0.53392
HIST1H4C	0.0	0.72253	0.0	0.74294	0.0	0.32295	0.30989	3.58917	0.27826	0.82851	0.0	0.67549	0.26512	0.0	0.0	0.67999
HIST1H4D	0.1804	0.80349	0.30457	0.33093	0.54831	0.21286	0.25632	0.04995	0.18065	0.10672	0.31153	0.12755	0.17212	0.08593	0.0	0.28949
HIST1H4E	0.48001	1.38805	1.17028	1.79483	0.2224	1.50128	0.9051	1.44042	11.80952	1.81961	1.1248	0.29564	0.0	0.13556	0.0	4.25273
HIST1H4F	0.0	0.96662	0.0	0.0	0.0	0.0	0.16421	0.10166	0.18337	0.13304	0.0	0.0	0.0	0.0	0.0	0.04504
HIST1H4G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4H	3.32746	2.32193	2.14031	6.47334	1.6657	28.12815	2.47749	3.20604	2.43635	5.56336	2.28112	2.30931	0.0754	1.84252	4.00297	2.58992
HIST1H4I	0.03579	0.22265	0.13379	0.98708	0.88514	0.1939	0.14046	1.03945	0.07999	0.04816	0.2278	0.0	0.25405	0.19669	0.0	0.099
HIST1H4J	0.0	0.0433	0.02243	0.09747	0.0	0.13614	0.0	0.02627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST1H4K	0.0	0.0	0.04511	0.18771	0.02369	0.01351	0.0	0.0	0.15997	0.0	0.05013	0.0	0.0	0.0	0.0	0.0
HIST1H4L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIST2H2AB	0.04926	0.0925	0.0	0.11618	0.11229	0.60107	0.10161	0.79626	0.15415	0.12196	0.09002	0.14701	0.0	0.0888	0.0	0.19313
HIST2H2AC	0.11969	0.53672	0.82215	0.19851	0.66155	0.50894	0.3222	2.08507	0.17474	0.46426	0.14535	0.23233	0.2151	0.23315	0.06449	0.60951
HIST2H2BA	0.15984	0.00064	0.06201	0.13072	0.0	0.26314	0.0	0.00327	0.08506	0.19013	0.03289	0.07712	0.0	0.0	0.0	0.70902
HIST2H2BC	0.13272	0.30133	0.09603	0.11924	0.15127	0.14628	0.00554	0.19124	0.14307	0.08412	0.0	0.16365	0.0	0.0	0.01356	0.04272
HIST2H2BE	33.5497	5.69749	16.90179	10.01356	20.56338	26.0323	1.45885	10.62898	12.76806	6.60608	8.83006	9.16151	2.28258	12.50207	17.34569	4.98042
HIST2H2BF	0.03776	0.19448	0.70648	0.18873	1.16412	0.31762	0.05662	0.29003	0.14783	0.05505	0.05175	0.02477	0.04366	0.11069	0.0	0.76768
HIST2H3D	0.0	0.0	0.02586	0.0	0.07339	0.0	0.0	0.02047	0.04318	0.0	0.0	0.0	0.0	0.0	0.0	0.01813
HIST3H2A	4.92681	1.90688	2.34948	3.67779	2.88625	0.5053	0.36915	0.82518	2.54996	1.04824	3.02947	0.87882	0.09476	2.27912	0.0	2.90226
HIST3H2BB	0.11034	0.05501	0.0	0.40304	0.4452	0.03527	0.00624	0.01986	0.29859	0.04419	0.0	0.0	0.0	0.14312	0.0	0.24826
HIST3H3	0.0	1.38602	0.06639	0.0	0.0	0.0	0.0	0.03889	0.04102	0.12214	0.0	0.04213	0.0	0.0	0.0	0.12061
HIST4H4	0.601	0.32186	0.11046	0.56851	0.17298	1.5471	0.58327	1.05562	0.67815	0.04753	0.36706	0.19674	0.27378	0.15701	0.0	0.60747
HIVEP1	2.25189	3.12871	3.96783	4.18355	4.67082	1.67696	4.72647	4.87695	2.85389	2.30576	3.05182	2.70034	2.42201	4.93971	1.90746	6.70574
HIVEP2	4.6553	4.91576	5.74261	7.62001	14.01894	7.25335	10.31304	6.11924	20.81013	6.233	6.35163	5.27308	0.81259	16.3624	12.6603	10.95118
HIVEP3	0.4728	0.52943	0.26007	0.62597	1.65291	1.17566	0.7174	1.08739	0.946	1.2048	0.32201	0.31199	0.12337	1.84572	0.22869	0.45487
HJURP	0.04703	7.10018	0.02618	0.43802	0.40136	0.14401	0.25677	0.37486	0.01294	0.22588	0.48922	0.12159	0.08013	0.2227	0.0	0.15227
HK1	77.24047	49.22556	50.41235	35.0355	35.82508	73.35292	49.67989	34.72229	68.8044	21.97666	46.27706	30.37363	2.22353	63.06682	70.78255	23.29022
HK2	4.82527	16.77296	2.40992	2.66004	3.71909	21.35081	5.22524	2.07684	2.24267	42.32718	3.54213	0.95995	0.30877	20.73199	7.4653	6.76852
HK3	0.68067	0.96486	0.75908	2.62918	4.61735	0.40267	3.81664	2.36135	0.06397	1.25201	0.27199	0.61801	1.10848	28.66788	0.02474	0.45682
HKDC1	0.02094	0.41819	0.0303	0.15521	0.07273	0.69789	0.02184	0.12423	0.19373	0.03185	0.01093	6.20697	0.30735	0.76938	0.0	1.5195
HKR1	8.67283	10.7615	13.22906	9.50155	8.01424	13.85155	6.80655	12.54215	8.3792	8.32095	6.87874	10.17851	2.22045	4.41892	4.64446	12.60404
HLA-A	171.64504	255.36265	348.98521	373.22424	944.21936	167.51682	501.30431	529.89834	66.53385	357.68299	339.1541	349.64413	108.9209	1285.23961	87.2102	187.79413
HLA-B	255.30686	262.47701	561.8263	1208.48445	2114.27684	166.26709	880.55975	940.50871	70.78243	561.6021	440.85622	436.52592	128.86573	3350.17046	125.81684	206.98808
HLA-C	128.69612	200.65017	250.06668	630.13485	1288.69936	112.4402	556.89006	514.43008	86.14021	319.56528	312.3045	266.66232	114.60232	1532.88168	59.07406	230.18076
HLA-DMA	22.60182	17.38725	38.21943	63.99422	98.84967	13.6898	43.92227	83.33865	10.53677	44.66607	14.58653	36.56969	3.92259	128.49312	8.7276	25.47571
HLA-DMB	8.22918	6.50702	19.17965	37.40299	37.9445	34.60463	10.61858	49.07022	6.25966	14.06754	3.68075	14.55013	1.91453	134.02486	3.92194	11.58611
HLA-DOA	3.01516	0.92061	6.73135	6.11246	11.44818	1.84417	4.17072	26.77844	2.38713	4.0582	0.77264	6.61384	0.41279	18.55391	0.44756	6.16479
HLA-DOB	0.39891	0.61011	0.83203	30.86984	3.1909	0.53233	0.45425	22.53948	0.21716	1.15029	0.51439	0.73024	0.10016	22.29715	0.29631	2.08611
HLA-DPA1	77.85655	62.37038	129.23279	189.60879	471.35189	22.29492	150.24734	379.1418	41.61155	165.69293	53.73967	80.66427	12.29766	579.19319	31.64914	75.83495
HLA-DPB1	26.42749	38.80658	51.18023	89.29701	210.15482	22.6688	85.77693	210.64245	36.03441	85.73062	35.87681	46.18196	5.88533	264.63899	10.23392	54.01122
HLA-DPB2	0.04112	0.73098	0.83153	1.07764	3.47172	0.19805	0.51296	0.66227	0.23114	0.15812	0.27553	0.50347	0.05838	0.56151	0.08168	0.48365
HLA-DQA1	10.27495	6.09723	14.70298	19.79202	179.34575	4.10624	13.22623	52.1382	4.18364	13.12266	1.81907	12.94011	1.79144	82.99265	7.20485	13.79202
HLA-DQA2	3.05556	1.13901	11.12894	21.57478	21.78993	0.16704	1.43484	16.36978	1.75544	6.66877	1.04145	4.66159	0.56301	5.92184	0.0	0.14388
HLA-DQB1	17.92347	20.10067	19.83957	38.04215	236.6227	8.59693	19.62187	148.34054	8.07568	16.53406	8.87725	41.67397	4.14219	133.57873	12.77325	19.66497
HLA-DQB2	1.03264	0.87163	2.90754	7.48991	19.83043	0.51865	4.94133	11.43656	0.51878	3.43139	1.52757	2.18541	0.1508	9.29691	0.0	0.26591
HLA-DRA	134.97353	113.38356	242.15301	481.41188	1389.7265	60.47959	156.27886	731.77713	122.89419	235.88715	87.7802	279.16303	28.19557	1592.51197	55.3201	164.1067
HLA-DRB1	71.57394	60.6368	64.69654	92.18753	884.00741	60.76996	158.72934	331.89459	39.00292	122.0986	64.86721	185.49994	13.07008	634.87865	36.67579	93.32468
HLA-DRB5	75.00995	7.80536	44.09804	30.39025	514.41759	6.88599	25.3261	252.52842	8.58484	25.85631	10.34784	117.69968	3.71322	87.25663	4.23987	21.14068
HLA-DRB6	11.16994	14.92542	47.57698	52.14629	21.67939	4.82348	17.82701	44.17864	6.36037	31.64031	18.29386	20.49887	4.19784	49.0009	3.30858	5.65114
HLA-E	102.18722	133.72913	242.07442	432.83254	1744.00924	121.74405	756.57613	365.79155	86.65766	298.53176	314.51247	197.27378	107.98853	942.76766	85.89054	156.93929
HLA-F	10.8919	9.46302	15.50158	45.17736	62.21441	5.45497	32.37538	34.2833	2.72624	17.7503	10.88448	12.99009	4.84012	109.10547	3.97388	8.4811
HLA-G	2.86533	5.49489	4.34758	0.37097	27.55276	3.74169	5.07406	10.51643	0.89491	5.24932	2.0302	5.35872	3.48422	27.07416	1.95248	2.31312
